DIA,SEMANA,numero
05/28/2020,178,1243
05/29/2020,178,1244
05/30/2020,178,1245
05/31/2020,179,1246
06/01/2020,179,1247
06/02/2020,179,1248
06/03/2020,179,1249
06/04/2020,179,1250
06/05/2020,179,1251
06/06/2020,179,1252
06/07/2020,180,1253
06/08/2020,180,1254
06/09/2020,180,1255
06/10/2020,180,1256
06/11/2020,180,1257
06/12/2020,180,1258
06/13/2020,180,1259
06/14/2020,181,1260
06/15/2020,181,1261
06/16/2020,181,1262
06/17/2020,181,1263
06/18/2020,181,1264
06/19/2020,181,1265
06/20/2020,181,1266
06/21/2020,182,1267
06/22/2020,182,1268
06/23/2020,182,1269
06/24/2020,182,1270
06/25/2020,182,1271
06/26/2020,182,1272
06/27/2020,182,1273
06/28/2020,183,1274
06/29/2020,183,1275
06/30/2020,183,1276
07/01/2020,183,1277
07/02/2020,183,1278
07/03/2020,183,1279
07/04/2020,183,1280
07/05/2020,184,1281
07/06/2020,184,1282
07/07/2020,184,1283
07/08/2020,184,1284
07/09/2020,184,1285
07/10/2020,184,1286
07/11/2020,184,1287
07/12/2020,185,1288
07/13/2020,185,1289
07/14/2020,185,1290
07/15/2020,185,1291
07/16/2020,185,1292
07/17/2020,185,1293
07/18/2020,185,1294
07/19/2020,186,1295
07/20/2020,186,1296
07/21/2020,186,1297
07/22/2020,186,1298
07/23/2020,186,1299
07/24/2020,186,1300
07/25/2020,186,1301
07/26/2020,187,1302
07/27/2020,187,1303
07/28/2020,187,1304
07/29/2020,187,1305
07/30/2020,187,1306
07/31/2020,187,1307
08/01/2020,187,1308
08/02/2020,188,1309
08/03/2020,188,1310
08/04/2020,188,1311
08/05/2020,188,1312
08/06/2020,188,1313
08/07/2020,188,1314
08/08/2020,188,1315
08/09/2020,189,1316
08/10/2020,189,1317
08/11/2020,189,1318
08/12/2020,189,1319
08/13/2020,189,1320
08/14/2020,189,1321
08/15/2020,189,1322
08/16/2020,190,1323
08/17/2020,190,1324
08/18/2020,190,1325
08/19/2020,190,1326
08/20/2020,190,1327
08/21/2020,190,1328
08/22/2020,190,1329
08/23/2020,191,1330
08/24/2020,191,1331
08/25/2020,191,1332
08/26/2020,191,1333
08/27/2020,191,1334
08/28/2020,191,1335
08/29/2020,191,1336
08/30/2020,192,1337
08/31/2020,192,1338
09/01/2020,192,1339
09/02/2020,192,1340
09/03/2020,192,1341
09/04/2020,192,1342
09/05/2020,192,1343
09/06/2020,193,1344
09/07/2020,193,1345
09/08/2020,193,1346
09/09/2020,193,1347
09/10/2020,193,1348
09/11/2020,193,1349
09/12/2020,193,1350
09/13/2020,194,1351
09/14/2020,194,1352
09/15/2020,194,1353
09/16/2020,194,1354
09/17/2020,194,1355
09/18/2020,194,1356
09/19/2020,194,1357
09/20/2020,195,1358
09/21/2020,195,1359
09/22/2020,195,1360
09/23/2020,195,1361
09/24/2020,195,1362
09/25/2020,195,1363
09/26/2020,195,1364
09/27/2020,196,1365
09/28/2020,196,1366
09/29/2020,196,1367
09/30/2020,196,1368
10/01/2020,196,1369
10/02/2020,196,1370
10/03/2020,196,1371
10/04/2020,197,1372
10/05/2020,197,1373
10/06/2020,197,1374
10/07/2020,197,1375
10/08/2020,197,1376
10/09/2020,197,1377
10/10/2020,197,1378
10/11/2020,198,1379
10/12/2020,198,1380
10/13/2020,198,1381
10/14/2020,198,1382
10/15/2020,198,1383
10/16/2020,198,1384
10/17/2020,198,1385
10/18/2020,199,1386
10/19/2020,199,1387
10/20/2020,199,1388
10/21/2020,199,1389
10/22/2020,199,1390
10/23/2020,199,1391
10/24/2020,199,1392
10/25/2020,200,1393
10/26/2020,200,1394
10/27/2020,200,1395
10/28/2020,200,1396
10/29/2020,200,1397
10/30/2020,200,1398
10/31/2020,200,1399
11/01/2020,201,1400
11/02/2020,201,1401
11/03/2020,201,1402
11/04/2020,201,1403
11/05/2020,201,1404
11/06/2020,201,1405
11/07/2020,201,1406
11/08/2020,202,1407
11/09/2020,202,1408
11/10/2020,202,1409
11/11/2020,202,1410
11/12/2020,202,1411
11/13/2020,202,1412
11/14/2020,202,1413
11/15/2020,203,1414
11/16/2020,203,1415
11/17/2020,203,1416
11/18/2020,203,1417
11/19/2020,203,1418
11/20/2020,203,1419
11/21/2020,203,1420
11/22/2020,204,1421
11/23/2020,204,1422
11/24/2020,204,1423
11/25/2020,204,1424
11/26/2020,204,1425
11/27/2020,204,1426
11/28/2020,204,1427
11/29/2020,205,1428
11/30/2020,205,1429
12/01/2020,205,1430
12/02/2020,205,1431
12/03/2020,205,1432
12/04/2020,205,1433
12/05/2020,205,1434
12/06/2020,206,1435
12/07/2020,206,1436
12/08/2020,206,1437
12/09/2020,206,1438
12/10/2020,206,1439
12/11/2020,206,1440
12/12/2020,206,1441
12/13/2020,207,1442
12/14/2020,207,1443
12/15/2020,207,1444
12/16/2020,207,1445
12/17/2020,207,1446
12/18/2020,207,1447
12/19/2020,207,1448
12/20/2020,208,1449
12/21/2020,208,1450
12/22/2020,208,1451
12/23/2020,208,1452
12/24/2020,208,1453
12/25/2020,208,1454
12/26/2020,208,1455
12/27/2020,209,1456
12/28/2020,209,1457
12/29/2020,209,1458
12/30/2020,209,1459
12/31/2020,209,1460
